Comp_BinY,n,power_wh_empirical_dist,power_wh_naive_dist,power_wh_VCO1,power_wh_VCO2,power_wh_VCO3,power_wh_VCO4,power_wh_VCO5,power_wh_VCO6,power_wh_VCO7,power_wh_VCO8,power_wh_VCO9,scena
4,1000,0.18030091112721783,0.5138144708151855,0.24152858810555802,0.18360328777630047,0.18582660626704883,0.2312708537480111,0.21972033628933987,0.21358042205357017,0.21469976719326306,0.2365370685155492,0.23038833010752896,16
2,500,0.4504026517222448,0.4719565927033524,0.447112624132906,0.43338519955284494,0.43442895925533825,0.44978297519404276,0.437641927371448,0.4515893839343828,0.4516609148561201,0.45384062167956984,0.45200485355960424,17
3,500,0.38905574052525366,0.40583679973300457,0.40221233265785766,0.37143213296284594,0.37263529637005544,0.3904632879082755,0.3762085605358063,0.39123452164000216,0.39169551678343184,0.3980877456098893,0.3925107867769163,17
4,500,0.38191686957538273,0.402172193203788,0.3960653775653088,0.3637254394481588,0.36482777982723646,0.3831386095867737,0.36851142460522784,0.3840666086528462,0.38427209093098985,0.3912963768922556,0.3853704773548319,17
2,1000,0.7383162785009136,0.7627016593997797,0.7344708883435932,0.7180722138908172,0.7193391863018977,0.7375945016295067,0.7232184674894773,0.7396953019700823,0.7397782873812967,0.7422996288937309,0.7401770863377581,17
3,1000,0.661191144493865,0.6834310482306787,0.6787006319326323,0.6369051394218825,0.6385934148018311,0.6630897362114778,0.6435812715416837,0.6641274501219476,0.6647468594233228,0.673268519678008,0.6658406895349123,17
4,1000,0.6514682250118571,0.6786480192053982,0.6705859921537323,0.6259860544792399,0.6275590192924914,0.6531432799213569,0.6327883728079514,0.6544125458803034,0.6546932361460618,0.6642105988707039,0.6561914442254234,17
2,500,0.5477311663102308,0.5613823906616598,0.5378301277298434,0.5333936770598711,0.5315170826205459,0.5035831682430424,0.5351384110487492,0.5474377726864508,0.5472519746185764,0.5403054836845171,0.5472704432734924,18
3,500,0.24516157107590142,0.3319068105578173,0.2440096098866484,0.24742357934048487,0.24742755274094996,0.24782880803124324,0.24744415984784549,0.24640813742722276,0.2464071064981068,0.24699447077483117,0.2464416504502213,18
4,500,0.19741017231280625,0.32992741928909597,0.19702879301166956,0.19784698088425542,0.19779356212184737,0.1978259816863816,0.19784446500849892,0.19770326126549698,0.1975208639762824,0.19781229650299492,0.19771407485711434,18
2,1000,0.8375382111612723,0.8492662692776053,0.8287031201613027,0.8246538202767398,0.8229240565724822,0.7959742875909382,0.8262530035650694,0.8372803971769458,0.8371170049572325,0.8309380716076135,0.8371332507969582,18
3,1000,0.43570048359296354,0.5789879539988828,0.4336569380273493,0.43970318356814586,0.43971020288937057,0.4404188388880662,0.43973954018952977,0.43790797425750294,0.4379061503009142,0.43894488698956136,0.4379672651850217,18
4,1000,0.34828476717476253,0.5759629457726184,0.3475659829191291,0.3491076564282935,0.34900704339134947,0.3490681056040296,0.34910291796317583,0.34883695056525943,0.34849333219456197,0.3490423298375236,0.34885732017548476,18
2,500,0.08699470905264332,0.2025283205676773,0.10544713384289463,0.08657507218712368,0.087313334380143,0.10218974184589526,0.09846012451778428,0.09646958924082896,0.09683189135898164,0.10386978234026496,0.10190700162046476,19
3,500,0.0858295594302051,0.19849230242860544,0.10424953269262979,0.08542771300320058,0.0861571542609192,0.10093070964603565,0.09719039831558499,0.09519951196525413,0.09556340636460094,0.10263470308422697,0.10064506836898646,19
4,500,0.08595489984594562,0.19891891607077328,0.10442345293734186,0.08555076982503895,0.08628150278948771,0.10109548711105941,0.09734497735743218,0.0953486764832246,0.095712793278981,0.10280417557826464,0.10080908725514634,19
2,1000,0.13351547857478213,0.357902037017391,0.16941188569183568,0.13270726457528637,0.13412944934707224,0.16303475125173508,0.15575058579849368,0.1518718176098881,0.15257730237330355,0.16632222884321632,0.16248184895166498,19
3,1000,0.1312725598549177,0.350322645630066,0.1670658040619661,0.1304998424787126,0.13190281920083238,0.16057353539301736,0.15327561999553846,0.14940053031643546,0.15010828911954993,0.16390509329358863,0.1600154578784672,19
4,1000,0.1315136682448075,0.3511253918346353,0.16740640822725056,0.1307364240310205,0.13214212805984127,0.16089552546337496,0.1535767842276888,0.14969061934419528,0.150398910383325,0.16423664852679212,0.16033589891112426,19
2,500,0.23138307529247562,0.2713939002737578,0.25675678407902325,0.2488016535614507,0.24940337653321798,0.2583148918890774,0.25125884161771117,0.2593709153074951,0.25941276580033046,0.26068927953790577,0.2596140294156464,20
3,500,0.20661093875098815,0.24308059050279898,0.24093605535058882,0.22293235821614352,0.22362945485349672,0.2340209372338791,0.22570281150567525,0.23447318373026765,0.23474361904747018,0.23850215704761993,0.2352220874268813,20
4,500,0.2067081930668776,0.24646958861266965,0.24277230913226513,0.2234319254705701,0.22408491500012237,0.23499477642429067,0.22627003860129227,0.23555096988932742,0.2356741691788162,0.23989540037768903,0.23633299165310703,20
