Ordinal Composite Type,True Settings,True Correlation,True Model,Component Prev Type,WH-Empirical,D1-Gaus-HC,C1-Gaus-HC,D1-Clay-HC,D1-Fran-HC,D1-Gaus-LC,C1-Gaus-LC,D1-Clay-LC,D1-Fran-LC,CD-0,Naive
Rank 2,C1-Gaussian-LC,LC,C1-Gaussian,Low,0.12773422066835283,0.10933659339600516,0.11041700662194484,0.13245843974686633,0.12685617242648253,0.1238796963307692,0.12442229201703044,0.13501484353781162,0.13203019050417683,0.1374396384254487,0.27953059817316706
Rank 2,D1-Clayton-HC,HC,D1-Clayton,Low,0.07368489134540138,0.11229467393176988,0.11341959565535732,0.13638067776956722,0.13054293295921365,0.12744175344248102,0.12800705876629337,0.139044819464765,0.135934396515422,0.1415719475009849,0.28953591982209287
Rank 2,D1-Clayton-LC,LC,D1-Clayton,Low,0.11099596573770212,0.11267620275130304,0.11380687778827868,0.136886815856878,0.13101864305994498,0.12790134782834106,0.12846958805387512,0.13956487762514802,0.13643820470570703,0.14210522638048181,0.2908246069507443
Rank 2,D1-Frank-HC,HC,D1-Frank,Low,0.08595489984594562,0.08555076982503895,0.08628150278948771,0.1010954871110594,0.09734497735743218,0.0953486764832246,0.095712793278981,0.10280417557826464,0.10080908725514634,0.10442345293734186,0.19891891607077328
Rank 2,D1-Frank-LC,LC,D1-Frank,Low,0.1346518595953061,0.11065076757342704,0.11175093249686768,0.13420051510096506,0.12849373192194133,0.12546190953875408,0.12601458415750916,0.13680474066984996,0.13376426213681256,0.13927496004301326,0.2839784857677813
Rank 2,D1-Gaussian-HC,HC,D1-Gaussian,Low,0.08354011626814228,0.10050521967391744,0.10145391571355532,0.12077262524636846,0.11586784375238687,0.11326062423319104,0.11373598017055842,0.12300979839735889,0.1203977982166292,0.12513130510329296,0.24956306402033776
Rank 2,D1-Gaussian-LC,LC,D1-Gaussian,Low,0.12743967635986267,0.10915248526395556,0.11023013427419022,0.1322144436823533,0.1266268052041664,0.12365807544923864,0.12419926049078146,0.13476415364182026,0.1317873147356929,0.13718259004630387,0.2789071417287207
Rank 2,D2-HC,HC,D2,Low,0.08260882015646627,0.095137968954845,0.09600760941842756,0.11369194354045224,0.10920597429205936,0.10682042391605616,0.10725541731545142,0.11573737533547045,0.11334920005224876,0.1176766777674842,0.2313356808583384
Rank 2,D2-LC,LC,D2,Low,0.1251236530420935,0.11101752525381813,0.11212320877811092,0.13468681862870563,0.12895083859697096,0.1259035542358902,0.12645904462271235,0.1373044026165697,0.13424832987583185,0.13978731027032035,0.2852190069501376
Rank 2,C1-Gaussian-HC,HC,C1-Gaussian,Moderate,0.2399227081761161,0.26287558685184065,0.2636635937741453,0.2768135411015847,0.26629977858169407,0.2774831122516678,0.27763141403236075,0.282710265415151,0.27842440603022695,0.28616886071447567,0.2906102645078791
Rank 2,C1-Gaussian-LC,LC,C1-Gaussian,Moderate,0.35895266653885405,0.3358911928204047,0.33691211596227233,0.3538954268146842,0.3403249056015335,0.35475742666583693,0.35494831212868494,0.361477370028614,0.35596877783729153,0.3659143592885502,0.3716011002613752
Rank 2,D1-Clayton-HC,HC,D1-Clayton,Moderate,0.2516918540975784,0.30020402063764695,0.30111429061991035,0.3162821793864192,0.30415841337630256,0.3170533429134278,0.3172241306175889,0.3230696171113693,0.3181372623549117,0.3270464021404784,0.3321485503491154
Rank 2,D1-Clayton-LC,LC,D1-Clayton,Moderate,0.38191686957538273,0.3637254394481588,0.36482777982723646,0.3831386095867737,0.36851142460522784,0.3840666086528462,0.38427209093098985,0.3912963768922556,0.3853704773548319,0.3960653775653088,0.402172193203788
Rank 2,D1-Frank-HC,HC,D1-Frank,Moderate,0.2067081930668776,0.2234319254705701,0.22408491500012237,0.23499477642429067,0.22627003860129227,0.23555096988932744,0.2356741691788162,0.23989540037768903,0.23633299165310703,0.2427723091322651,0.24646958861266963
Rank 2,D1-Frank-LC,LC,D1-Frank,Moderate,0.3335519046480778,0.3116377834492549,0.31258422046038764,0.32834674319453727,0.3157489040888056,0.3291477249298135,0.32932511085821137,0.3353952098028067,0.33027348641221244,0.3395234267691155,0.34481819657067425
Rank 2,D1-Gaussian-HC,HC,D1-Gaussian,Moderate,0.24128659390463372,0.26339940240178494,0.2641891655565608,0.277368176200835,0.26683121389263237,0.278039214496154,0.27818784106016814,0.28327777728133263,0.27898256866582816,0.2867438782452837,0.2911948683546497
Rank 2,D1-Gaussian-LC,LC,D1-Gaussian,Moderate,0.3548117217684051,0.331907354477733,0.3329162600917136,0.349702987302587,0.33628903905521407,0.3505551808572375,0.35074389705386877,0.3571992611075697,0.3517527800624205,0.3615867357165335,0.3672106975273023
Rank 2,D2-HC,HC,D2,Moderate,0.23368699518419336,0.2572667185420211,0.25803585421328123,0.27087337801748734,0.2606090273167752,0.27152717104422064,0.2716719799176177,0.2766315989027338,0.2724463056370008,0.2800094385676951,0.28434767373579833
Rank 2,D2-LC,LC,D2,Moderate,0.37064528471239894,0.3473684950017584,0.3484235399495028,0.36596415983963937,0.3519498911550335,0.36685391599742734,0.36705094088332046,0.3737884359453626,0.3681041841124897,0.3783653276455674,0.3842292739955807
