Ordinal Composite Type,True Settings,True Correlation,True Model,Component Prev Type,WH-Empirical,D1-Fran-HC,D1-Gaus-HC,D1-Fran-LC,D1-Gaus-LC,CD-0,Naive
Summation,D1-Frank-HC,HC,D1-Frank,High,0.25732693098496906,0.2747445433759344,0.27377224175843096,0.28156376697707536,0.2816585476755191,0.27624865709786595,0.2896294970252543
Summation,D1-Frank-LC,LC,D1-Frank,High,0.5013396491166457,0.4887179134819516,0.4870670653927625,0.5002203733108299,0.5003793077740489,0.4912664211218235,0.5136526155315835
Summation,D1-Frank-HC,HC,D1-Frank,Low,0.08699470905264332,0.09846012451778428,0.08657507218712368,0.10190700162046476,0.09646958924082896,0.10544713384289464,0.2025283205676773
Summation,D1-Frank-LC,LC,D1-Frank,Low,0.13689782918123364,0.1307294875091061,0.11262761389700587,0.13600858107570962,0.1276861853527403,0.14144139975973355,0.29090587338533413
Summation,D1-Frank-HC,HC,D1-Frank,Moderate,0.2313830752924756,0.25125884161771117,0.2488016535614507,0.2596140294156464,0.2593709153074951,0.25675678407902325,0.2713939002737578
Summation,D1-Frank-LC,LC,D1-Frank,Moderate,0.4651192642774941,0.4481970113481808,0.44385997883603584,0.462822250311946,0.46239938323954544,0.4578421893662532,0.48311548800626314
