Ordinal Composite Type,True Settings,True Correlation,True Model,Component Prev Type,WH-Empirical,C1-Gaus-HC,D1-Gaus-HC,C1-Gaus-LC,D1-Gaus-LC,CD-0,Naive
Rank 1,C1-Gaussian-HC,HC,C1-Gaussian,High,0.22999524566704915,0.22997582266128583,0.22997217348969745,0.2290386803417024,0.2290396270751089,0.2268371815906204,0.30786694446281615
Rank 1,C1-Gaussian-LC,LC,C1-Gaussian,High,0.23853189679292247,0.24019990482106476,0.2401960650650563,0.23921379737728507,0.23921479359836711,0.23689710592997587,0.32197566282429546
Rank 1,C1-Gaussian-HC,HC,C1-Gaussian,Low,0.08297921130818718,0.10144459678593624,0.1004954346294648,0.11372212777957674,0.11324596232285908,0.12511189716155152,0.24951309954713757
Rank 1,C1-Gaussian-LC,LC,C1-Gaussian,Low,0.1274839191426876,0.11021889887140636,0.10914073220469392,0.12418271503549631,0.12364061440951486,0.1371595712054251,0.27884840408224504
Rank 1,C1-Gaussian-HC,HC,C1-Gaussian,Moderate,0.24281443050941687,0.2663844763376507,0.26553147800957133,0.2799661180560128,0.27963606192296386,0.2875177619348851,0.2901302762188891
Rank 1,C1-Gaussian-LC,LC,C1-Gaussian,Moderate,0.3597618948796455,0.3387673114934975,0.3376688244744993,0.3562015386376252,0.35577913752604723,0.3658480925372627,0.3691772350825991
