Ordinal Composite Type,True Settings,True Correlation,True Model,Component Prev Type,WH-Empirical,D1-Clay-HC,D1-Gaus-HC,D1-Clay-LC,D1-Gaus-LC,CD-0,Naive
Summation,D1-Clayton-HC,HC,D1-Clayton,High,0.2521209057566085,0.2425527388324286,0.25779338576713917,0.2614075202891,0.2651708052387973,0.26010951454679876,0.27263214695852717
Summation,D1-Clayton-LC,LC,D1-Clayton,High,0.5477311663102308,0.5035831682430424,0.5333936770598711,0.5403054836845171,0.5474377726864508,0.5378301277298434,0.5613823906616598
Summation,D1-Clayton-HC,HC,D1-Clayton,Low,0.07367464565708028,0.1358479661807821,0.11217798904555353,0.1384095394622255,0.12714552460797462,0.14081661551275487,0.28938569373463086
Summation,D1-Clayton-LC,LC,D1-Clayton,Low,0.11132617801678256,0.13692372719129928,0.11299205753791455,0.139513900408294,0.12812445487087773,0.1419478843975586,0.2921376001502465
Summation,D1-Clayton-HC,HC,D1-Clayton,Moderate,0.2540525559186668,0.3118940235881926,0.30021341906728577,0.3148041360414988,0.31318857679755985,0.3099832139372997,0.3278969813273015
Summation,D1-Clayton-LC,LC,D1-Clayton,Moderate,0.4504026517222448,0.4497829751940427,0.43338519955284494,0.45384062167956984,0.4515893839343828,0.447112624132906,0.4719565927033524
